Lake,BIOCON,AREA,DEPMAX,DEPMN,MAT,GDD,COND,DOC,SEC,TP,AP,AP_Flag,RICH,CBio1,CBio2,CBio3,CBio4,CBio5,CBio6,CBio7,CBio8,CBio9,CBio10,CBio11,CBio12,CBio13,CBio14,CBio15,CBio16,CBio17,CBio18,CBio19,CBio20,CBio21,CBio22,CBio23,CBio24,CBio25,CBio26,CBio27,CBio28,CBio29,CBio30,CPA1,CPA2,CPA3,CPA4,CPA5,CPA6,CPA7,CPA8,CPA9,CPA10,CPA11,CPA12,CPA13,CPA14,CPA15,CPA16,CPA17,CPA18,CPA19,CPA20,CPA21,CPA22,CPA23,CPA24,CPA25,CPA26,CPA27,CPA28,CPA29,CPA30,CPA31,CPA32,CPA33,CPA34,CPA35,CPA36,CPA37,CPA38,CPA39,CPA40,CPA41,CPA42,CPA43,CPA44,CPA45,CPA46,CPA47,CPA48,CPA49,CPA50,CPA51,CPA52,CPA53,CPA54,CPA55,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
174,-1.05,1138,12.00,5.6,3.0,1630,26,7.2,2.2,9.7,6.50,0,9,-0.3443,-0.0042,-0.0996,0.0010,-0.2215,0.1042,0.1332,0.0117,-0.0167,0.0304,-0.0807,-0.0059,0.0303,-0.0347,0.0512,-0.0313,0.0107,-0.0071,-0.0077,0.0013,0.0302,-0.0136,0.0093,-0.0109,-0.0267,0.0034,0.0036,0.0377,-0.0002,0.0257,-0.2562,-0.0853,-0.2165,-0.0296,-0.1005,-0.1022,0.1238,-0.1997,0.1302,-0.1468,-0.0587,0.0566,-0.0474,0.0841,0.0810,-0.0323,-0.0659,-0.0375,-0.0017,0.0743,-0.1935,0.1712,-0.0651,-0.0331,-0.0900,-0.0012,-0.0263,-0.0315,0.0313,-0.0249,-0.0102,0.0463,-0.0066,-0.0429,0.0339,0.0017,-0.0441,0.0092,-0.0211,-0.0053,0.0199,-0.0070,0.0010,0.0123,-0.0095,-0.0088,-0.0071,0.0036,0.0249,-0.0033,-0.0081,-0.0041,0.0049,-0.0031,-0.0130,Manion L.,15-5502-54176,186,187
175,-0.82,3960,24.40,6.2,2.9,1599,86,4.8,6.3,9.4,11.31,0,15,-0.2505,-0.0868,0.0616,-0.0288,0.0565,-0.0492,0.0741,-0.2203,-0.1078,-0.0238,-0.1136,0.0368,0.0446,-0.0131,0.0163,-0.1686,0.0590,0.0145,0.0224,0.0003,0.0452,0.0083,-0.0038,-0.0456,-0.0092,-0.0050,0.0285,-0.0270,0.0280,-0.0195,-0.1927,-0.0930,-0.0072,0.1889,0.0509,-0.1081,-0.1291,0.0692,0.1865,0.1618,-0.0993,0.1476,-0.0615,0.0810,0.0146,0.0702,0.0541,-0.1192,-0.1917,-0.0172,0.0484,0.0653,-0.0996,-0.0350,-0.0913,-0.0192,-0.0117,0.0302,-0.1609,0.0598,-0.0092,-0.0433,0.0302,0.0878,-0.0653,0.0625,-0.0377,-0.0260,0.0394,-0.0244,-0.0565,0.0099,0.0161,-0.0234,-0.0082,-0.0050,0.0101,0.0171,-0.0015,0.0090,0.0015,-0.0149,0.0006,0.0045,-0.0331,Marmion L.,15-6065-54144,187,188
176,-0.76,879,37.20,12.7,3.0,1591,49,8.4,4.0,10.6,1.82,0,17,-0.1737,-0.0957,0.2357,0.0883,-0.0556,-0.0064,0.1289,0.1393,-0.0323,-0.1308,0.0006,-0.0274,-0.0235,0.0810,-0.0544,0.0343,0.0514,0.0307,-0.0527,0.0063,-0.0136,-0.0327,-0.0003,0.0073,0.0117,0.0081,0.0445,0.0210,0.0524,-0.0575,-0.2312,-0.0558,0.1943,0.0647,-0.1460,0.1345,0.0938,-0.0077,0.0274,0.0395,-0.0181,0.0133,0.0552,-0.0410,0.0828,-0.1052,-0.0120,0.1090,-0.0153,-0.0594,0.0159,-0.0478,0.0285,-0.0067,0.1780,-0.0113,-0.0200,-0.0906,0.0041,-0.0319,-0.0542,0.0262,-0.0207,0.1016,-0.1018,-0.0621,0.1043,-0.0600,0.0858,0.0382,-0.0697,0.0614,0.0898,0.0380,-0.0498,-0.0686,0.0004,0.0049,0.0199,-0.0074,-0.0014,0.0021,-0.0058,-0.0128,-0.0047,McAree L.,15-5787-53500,188,189
177,-0.53,630,45.00,11.6,2.8,1530,30,6.6,3.0,5.9,1.99,0,11,0.2153,0.3485,0.5783,0.2565,0.0154,-0.1462,-0.0970,-0.1324,-0.0139,-0.0600,-0.0790,0.0682,0.1384,-0.0435,-0.0154,0.0350,0.1090,-0.0185,0.0421,0.0435,-0.0201,-0.0306,0.0465,0.0192,0.0539,-0.0082,-0.0308,-0.0052,-0.0251,0.0493,-0.1799,0.1409,0.2441,-0.1912,-0.0259,-0.0623,0.0978,0.0680,0.0137,0.0662,0.0838,0.0892,-0.1990,0.0193,-0.1602,-0.0944,-0.0698,0.0898,-0.0666,-0.0345,-0.0164,0.0419,-0.0554,-0.0622,0.0492,0.0028,-0.0089,0.0411,0.0154,-0.0532,0.1216,0.0031,-0.0355,-0.1080,-0.0773,0.0349,0.0294,-0.0771,0.0428,0.0093,0.0951,-0.2022,0.0270,0.0726,0.0474,-0.0085,0.0578,-0.0569,-0.0212,0.0134,-0.0019,-0.0118,0.0510,-0.0204,-0.0124,McEwen L.1,15-6348-53492,189,190
178,-0.93,1669,15.30,4.9,2.6,1533,30,9.6,2.5,12.1,3.24,0,11,-0.4043,-0.1164,-0.0494,0.0431,-0.1356,-0.0428,0.0496,0.1008,0.0119,-0.0031,-0.0387,-0.0280,0.0496,-0.0568,0.0503,-0.0251,0.0524,-0.0148,0.0036,0.0133,-0.0071,-0.0028,0.0098,-0.0005,-0.0115,0.0034,-0.0147,-0.0050,-0.0091,-0.0084,-0.3301,0.0040,-0.0701,0.0064,0.0867,-0.0451,0.0825,-0.1004,0.0951,0.0266,0.0157,0.0141,-0.1452,0.0810,0.0330,0.0147,0.0204,0.0149,-0.1822,-0.0063,-0.0530,0.0264,-0.0537,0.0692,-0.0001,-0.0099,-0.0208,-0.0125,-0.1119,0.0247,0.1043,-0.0551,0.0796,0.1017,-0.0130,0.1380,-0.0124,-0.0043,-0.0053,-0.0625,-0.0199,0.0201,-0.0146,-0.0190,-0.0064,0.0275,0.0129,0.0185,0.0208,-0.0095,-0.0403,-0.0293,0.0322,-0.0138,0.2054,Mercutio L.,15-6383-54085,190,191
179,-0.69,1017,37.20,12.8,2.9,1628,27,5.3,3.2,7.3,5.02,0,13,-0.1503,0.3936,0.3792,0.0754,-0.0193,0.0643,0.0115,0.1246,-0.0987,-0.1581,-0.0050,0.0328,0.0296,-0.0800,-0.0490,0.0233,-0.0600,0.0351,0.0249,-0.0061,-0.0209,-0.0136,0.0157,0.0110,0.0350,-0.0201,0.0131,0.0566,-0.0093,0.0521,-0.3024,0.0905,0.1316,-0.1141,-0.0496,0.0827,0.0875,-0.0495,0.0558,0.0408,0.0412,0.0859,-0.0571,0.0174,0.0577,0.0155,-0.0495,0.0184,-0.0508,0.0119,-0.1966,0.1328,-0.1122,-0.0096,-0.0841,-0.0424,-0.0079,-0.0243,-0.0568,-0.0059,0.0988,-0.0537,0.0719,0.0950,0.0314,0.0953,-0.0483,0.0105,-0.0235,-0.0160,-0.0417,0.0121,-0.0162,0.0074,-0.0292,-0.0045,0.0077,0.0235,0.0230,-0.0067,-0.0022,-0.0041,0.0048,0.0057,-0.0216,Mount L.,15-5600-54290,191,192
180,-0.43,1613,55.20,16.2,2.7,1611,26,4.1,6.4,5.4,0.90,0,15,-0.0720,0.2938,0.3976,-0.0789,0.2029,0.1618,-0.0097,0.0406,-0.1051,-0.0688,-0.1778,0.0493,0.1228,0.0744,0.0394,-0.0548,0.0180,0.0089,-0.0011,-0.0091,-0.0180,0.0158,0.0151,-0.0035,0.0259,-0.0139,0.0084,0.0155,-0.0106,-0.0290,-0.1577,0.0794,0.1972,-0.1365,-0.0344,-0.0632,-0.0628,0.0201,0.0061,0.2036,-0.0620,0.1229,-0.1845,0.0788,-0.1854,0.0684,0.0937,-0.0953,-0.0165,-0.0066,-0.1386,-0.0129,-0.1342,0.1152,0.0531,-0.1113,-0.0649,0.1211,-0.0897,-0.0227,0.1022,-0.0015,0.0365,0.0043,-0.0274,-0.0212,-0.0525,-0.0620,0.0623,-0.0408,-0.0777,-0.0107,0.0164,-0.0156,-0.0071,0.0073,0.0096,0.0051,-0.0077,0.0096,-0.0028,-0.0068,0.0004,-0.0074,-0.0317,Nora L.,15-5842-54507,194,195
181,-0.63,1793,37.20,8.7,2.9,1577,30,5.1,4.5,6.6,4.90,0,11,0.1240,0.1957,0.5706,0.0860,0.2124,-0.1122,-0.0492,-0.1425,-0.0479,-0.0544,-0.1966,0.0598,0.1112,0.0821,0.0442,-0.0764,-0.0728,0.0581,0.0383,0.0587,-0.0425,0.0285,0.0405,-0.0528,0.0273,0.0279,-0.0104,0.0559,-0.0507,0.0717,-0.1446,0.0191,0.2121,-0.2179,0.1992,0.0340,0.0624,0.0266,-0.0715,0.0780,0.0070,0.2044,0.0815,-0.0121,0.0320,-0.1254,-0.0604,-0.0781,-0.0433,-0.0207,-0.1345,0.1879,-0.0315,-0.1001,-0.0958,-0.0597,-0.0325,-0.0141,0.0518,-0.0211,0.0009,0.0338,-0.0059,0.0210,0.0370,0.0118,-0.0475,0.0513,0.0123,0.0220,-0.0058,-0.0171,0.0077,-0.0105,-0.0100,-0.0090,-0.0010,0.0113,0.0165,0.0062,-0.0023,-0.0133,-0.0022,0.0005,-0.0101,Nym L.,15-6136-53934,195,196
182,-0.98,445,12.20,4.9,3.1,1686,136,13.7,1.9,13.2,14.62,0,11,-0.3144,0.0453,-0.1405,-0.0391,-0.2059,0.1298,0.0890,-0.0737,-0.0424,0.0384,-0.0035,0.0193,-0.0360,-0.0864,0.0237,0.0138,-0.0792,-0.0039,0.0372,-0.0613,0.1399,-0.0345,-0.0123,0.0364,0.0319,-0.0297,0.0237,-0.0306,0.0317,-0.0062,-0.1153,-0.2986,-0.0994,0.0829,-0.1058,-0.1051,0.1019,-0.1179,0.0417,-0.1830,-0.0226,-0.0780,-0.1444,-0.0169,0.1026,0.0048,0.0456,-0.0002,-0.0123,0.0260,0.0251,0.0170,-0.1142,-0.0311,-0.0331,0.1449,0.0141,-0.0402,-0.0616,0.0033,0.0211,0.1227,0.0377,0.0875,-0.1186,-0.1374,0.0077,0.0393,0.0115,0.0431,-0.0211,-0.0235,0.0328,0.0331,-0.0125,-0.0056,0.0087,0.0071,0.0328,-0.0143,-0.0019,0.0002,0.0023,0.0120,0.0028,Off L.,15-4396-54165,196,197
183,-0.78,161,23.00,6.1,2.9,1730,27,6.3,3.0,7.8,0.00,0,13,-0.2127,0.1249,0.1073,-0.1503,0.0029,0.1091,0.0244,-0.0944,0.1118,0.2734,0.1120,0.0907,0.0813,0.0221,0.0795,-0.0439,0.0814,-0.0060,-0.0734,0.0347,-0.0238,-0.0159,-0.0387,-0.0089,-0.0335,0.0095,0.0167,-0.0212,0.0437,-0.0367,-0.2147,-0.0492,0.1535,-0.0191,-0.0934,-0.0153,0.0239,-0.0964,0.0032,0.2138,-0.0195,-0.1414,0.0567,0.0544,0.0005,-0.1954,0.0434,0.0259,-0.0743,-0.0977,0.0773,0.0064,0.1364,-0.0333,0.0758,-0.0145,0.0674,0.0001,-0.0356,0.0064,-0.0317,0.0225,-0.0444,0.0065,-0.0098,-0.0699,-0.0394,-0.0130,0.0059,0.0408,0.0529,0.0408,-0.1754,0.0206,-0.0027,-0.0194,0.0556,0.0195,0.0224,-0.0210,0.0180,-0.0196,0.0516,-0.0073,-0.0020,Old Man L.,15-4124-55428,197,198
184,-0.69,557,39.35,12.9,2.8,1567,29,6.7,4.2,6.2,5.54,0,15,-0.2753,0.1807,0.2992,-0.0010,0.1393,-0.0572,-0.0552,0.1282,-0.0666,-0.1054,0.0199,-0.1860,-0.0808,-0.1145,-0.1226,0.0137,0.0397,0.0025,-0.0336,-0.0513,-0.1081,0.0395,-0.0137,-0.0053,0.0305,-0.0034,0.0132,0.0300,-0.0001,-0.0006,-0.2146,0.1239,0.2031,0.0154,-0.0585,0.0611,-0.0041,-0.0099,-0.2431,0.0316,-0.1538,0.0602,0.1107,-0.0527,0.0541,0.1458,0.0461,0.0937,0.1036,0.1101,0.0099,0.0724,0.0196,-0.0499,-0.0344,-0.0697,-0.0402,0.1868,0.1105,-0.1576,0.0748,-0.0063,-0.0802,0.0250,-0.0415,-0.0260,-0.0402,-0.0061,-0.0488,-0.0432,0.0380,0.0147,0.0076,-0.0066,0.0075,0.0007,-0.0131,-0.0045,0.0216,0.0098,-0.0099,-0.0094,-0.0097,-0.0196,-0.0068,Olifaunt L.,15-6144-53765,198,199
185,-0.53,175,32.60,10.9,2.8,1525,104,4.5,4.0,15.0,16.61,0,7,-0.0894,0.1918,0.1275,-0.3432,0.0254,0.2718,-0.4266,-0.0291,-0.4299,-0.2094,-0.1697,-0.0365,0.1071,0.1070,0.0915,0.0288,0.0296,-0.0257,-0.0634,-0.0507,0.0637,-0.0148,0.0111,-0.0615,-0.0260,-0.0609,-0.0282,-0.0582,-0.0205,-0.0007,0.2445,-0.2578,0.0848,-0.1658,-0.1701,0.1180,0.1935,-0.0343,-0.0306,0.1487,-0.1770,0.1544,0.1828,0.2987,0.0298,-0.0857,0.2732,0.1662,0.0589,-0.1713,0.0518,0.0024,-0.1128,0.0676,-0.0866,0.1437,0.0713,-0.1916,-0.1198,-0.2001,-0.0876,-0.1059,-0.0784,0.0046,-0.0668,0.0155,0.0732,-0.0567,-0.0920,0.0748,-0.0004,0.1155,0.0541,-0.0382,-0.0008,-0.0078,-0.1297,-0.0088,-0.0063,0.0282,-0.0342,0.0044,0.0984,-0.0780,-0.0139,Other Man L.,15-6375-53394,199,200
186,-0.92,5026,53.70,16.9,3.1,1656,31,8.3,4.6,7.0,2.70,0,16,-0.2018,-0.1119,0.2479,0.1236,0.0196,-0.0239,0.0632,0.0873,-0.0438,-0.0494,-0.0002,-0.0282,0.0105,0.0020,0.0466,-0.0183,-0.1068,0.0477,0.0066,-0.0033,-0.0238,0.0031,0.0080,-0.0199,-0.0189,0.0063,0.0355,0.0983,-0.0129,0.0697,-0.2447,0.0210,0.1844,-0.0508,-0.0901,0.1018,0.0817,-0.0488,-0.0266,0.0351,0.0289,0.0122,-0.0550,-0.0748,0.0470,-0.0102,0.0046,0.0275,-0.0397,0.0756,-0.1456,0.1082,-0.1154,-0.0248,-0.0203,-0.0220,0.0040,0.0822,0.0008,-0.0710,0.1453,0.0452,-0.0785,-0.1722,-0.0378,-0.0219,0.1088,0.1219,-0.0125,-0.0037,0.0870,0.0277,-0.0284,0.0151,0.0138,-0.0186,-0.0537,-0.0161,0.0002,-0.0096,-0.0142,0.0652,-0.1452,0.0570,0.0227,Otukamamoan L.,15-5100-54230,200,201
187,-0.63,1125,9.20,3.6,3.1,1753,35,10.8,2.5,26.9,10.15,0,8,-0.2550,0.0348,-0.3030,-0.0252,0.0977,0.2828,0.1083,-0.0230,-0.0178,0.0318,0.0018,0.0098,-0.0086,0.0135,-0.0053,0.0016,-0.0385,-0.0021,-0.0235,-0.0185,0.0605,-0.0298,0.0018,-0.0057,-0.0205,-0.0087,0.0131,0.0309,0.0033,0.0302,-0.1134,-0.1623,-0.3765,-0.1304,-0.2129,0.1671,0.0816,-0.1479,0.1342,-0.0378,-0.0271,0.0709,-0.0553,0.1076,0.0978,0.1007,-0.0732,0.0300,-0.1201,0.0798,-0.1919,0.1613,-0.0271,-0.0625,-0.1093,-0.0451,-0.0434,-0.0605,0.0330,-0.0451,0.0048,0.0352,-0.0076,-0.0736,0.0407,-0.0030,-0.0445,0.0126,-0.0095,-0.0165,0.0281,0.0123,0.0050,0.0042,-0.0067,-0.0029,-0.0203,-0.0024,0.0268,0.0015,-0.0087,-0.0037,0.0072,-0.0016,-0.0069,Pelicanpouch L.,15-3662-55240,201,202
188,-0.91,761,24.70,5.9,3.0,1608,49,9.9,2.9,12.0,8.49,0,13,-0.3671,-0.1187,-0.0804,-0.0125,-0.0265,0.0667,0.0020,0.0939,0.0651,0.0866,-0.1358,0.0235,0.0353,0.0630,0.0469,-0.0361,-0.0382,0.0209,-0.0161,-0.0381,0.0643,-0.0011,-0.0295,-0.0091,-0.0462,-0.0055,0.0128,0.0243,-0.0007,0.0052,-0.3829,0.0292,0.0521,0.0789,-0.0576,0.1737,0.0599,-0.0830,0.1386,0.0316,-0.1046,0.0939,0.0809,0.0499,-0.0393,-0.0370,-0.1444,0.0033,-0.0124,-0.0863,-0.0435,0.0855,0.0487,-0.0605,-0.0150,0.0088,-0.0396,-0.0337,0.0427,-0.0076,-0.0089,0.0048,0.0067,-0.0060,0.0221,0.0076,-0.0631,0.0102,-0.0391,-0.0071,0.0251,-0.0080,0.0145,-0.0138,0.0094,-0.0133,-0.0128,-0.0060,0.0100,0.0231,-0.0094,0.0033,0.0021,-0.0031,0.0021,Perch L.,15-5849-53998,202,203
189,-0.63,1113,25.00,9.0,3.0,1630,27,5.6,5.5,7.6,2.63,0,13,-0.2425,0.2645,0.1898,0.0519,-0.0321,0.0538,0.2106,0.0341,-0.0209,-0.0922,-0.0107,0.0269,-0.0051,-0.0554,-0.0273,0.0218,-0.0545,0.0362,0.0076,0.0032,-0.0316,-0.0078,0.0121,-0.0242,0.0010,0.0080,0.0303,0.1019,0.0005,0.0861,-0.3172,0.0697,0.1506,-0.0708,-0.0647,0.0954,0.0266,-0.0276,0.2241,0.0613,0.0432,0.0725,0.0353,-0.0343,0.0481,-0.0210,-0.0572,0.0184,-0.0161,-0.0273,-0.1200,0.1549,-0.0056,-0.0905,-0.0413,-0.0197,0.0094,-0.0386,0.0409,-0.0334,0.0051,-0.0006,-0.0097,0.0041,0.0426,-0.0156,-0.0417,0.0013,-0.0024,0.0113,-0.0168,-0.0016,0.0156,-0.0055,-0.0048,-0.0062,-0.0024,0.0048,0.0201,0.0046,-0.0069,-0.0001,0.0006,0.0010,-0.0057,Pettit L.,15-5537-54222,203,204
190,-1.03,602,27.50,7.4,3.1,1758,32,6.2,4.3,5.7,2.64,1,13,-0.0812,-0.1964,-0.1291,0.0565,-0.1728,0.1174,0.1196,-0.1845,-0.1052,0.0302,0.0789,-0.0070,-0.0049,-0.0345,0.0213,-0.1033,0.0094,-0.0871,-0.0585,-0.1085,-0.0696,0.1112,0.0446,0.0073,0.0299,-0.0021,0.0501,-0.0328,-0.0106,-0.0329,0.0181,-0.2898,-0.0343,0.1240,-0.0641,-0.1881,-0.1680,-0.0322,0.0736,0.0485,-0.1445,0.0145,-0.0904,-0.0521,-0.0390,-0.1601,0.0662,-0.2362,-0.0183,0.0825,0.1205,0.1020,0.0286,-0.1286,-0.0964,0.0402,0.0012,-0.1108,0.0330,-0.0108,-0.0069,-0.0884,0.0585,-0.0245,-0.1165,-0.0925,-0.0025,-0.0244,0.0262,-0.0266,0.0164,0.0299,-0.0068,0.0158,0.0009,-0.0132,0.0027,0.0003,0.0173,0.0166,0.0022,-0.0158,-0.0041,0.0002,-0.0146,Pickerel L.1,15-3654-55172,204,205
191,-0.51,5356,74.70,17.7,2.8,1572,34,6.8,3.3,9.2,3.16,0,17,-0.2097,0.1440,0.3483,0.0569,0.1960,0.0140,-0.1265,0.0862,-0.0535,-0.0397,-0.1078,-0.0667,-0.0113,0.0422,-0.0780,0.0002,0.0420,0.0434,-0.0161,-0.0430,-0.0485,-0.0152,-0.0720,-0.0185,0.0124,-0.0081,0.0056,-0.0123,0.0227,-0.0329,-0.2435,0.1108,0.1882,-0.0706,-0.1408,0.0694,0.0865,-0.0394,0.0177,0.0333,-0.0199,0.1304,-0.0427,0.1616,-0.0401,-0.0226,0.0716,0.0359,-0.0320,0.0861,0.1456,-0.0645,-0.0970,0.0892,-0.0882,-0.1303,-0.1524,0.1367,-0.0496,-0.0207,0.1062,-0.0804,0.0840,0.0117,-0.0639,0.0461,-0.0529,-0.0395,0.0163,-0.1354,-0.0186,0.0331,0.0097,-0.0043,-0.0273,0.0113,-0.0001,-0.0155,0.0157,0.0072,0.0019,0.0015,-0.0028,-0.0088,-0.0327,Pickerel L.2,15-6146-53867,205,206
192,-1.15,3659,53.40,18.6,3.1,1692,84,6.0,4.3,7.3,10.77,0,24,-0.0653,-0.2793,0.1561,0.1236,0.0277,-0.1137,0.0722,0.0803,0.0382,0.0668,0.0173,0.0679,0.0075,0.0075,0.0187,0.0066,-0.0472,0.0452,-0.0484,0.0160,-0.1064,0.0201,-0.0170,-0.0663,-0.0119,0.0176,0.0316,-0.0464,0.0280,-0.0168,0.0253,-0.1268,0.2428,0.1539,-0.0726,0.0310,-0.1954,0.0990,-0.0263,0.1821,-0.0879,0.1076,-0.0362,0.0116,0.0314,-0.1898,0.0908,-0.0063,0.0166,-0.0559,0.1082,-0.1107,-0.1247,-0.0083,-0.0452,-0.0207,-0.0989,-0.0902,0.0692,-0.0103,-0.1207,-0.0088,0.0316,-0.1069,0.0662,0.0797,-0.0255,-0.0726,-0.0409,0.0056,-0.0133,0.0158,-0.0218,0.0363,-0.0273,-0.0617,-0.0359,-0.0082,-0.0284,0.0053,-0.0150,0.0492,-0.1382,0.0484,0.0093,Pipestone L.,15-4595-54375,206,207
193,-0.82,1517,70.00,16.1,2.9,1577,27,5.2,5.0,6.3,0.90,0,15,-0.1899,0.2397,0.3823,-0.0798,-0.1158,0.0699,0.0250,0.0832,-0.0681,-0.0245,0.0390,0.0363,0.0514,0.0111,-0.0060,-0.0504,0.0698,0.0278,-0.0270,0.0092,-0.0685,-0.0096,-0.0457,-0.0132,0.0076,-0.0059,0.0043,-0.0179,0.0300,-0.0256,-0.1191,-0.1195,0.2363,-0.0201,-0.0253,0.0703,0.0541,0.0475,-0.1975,0.1028,0.0403,0.0489,-0.0403,0.0634,-0.0224,-0.1437,-0.0087,-0.1166,-0.0316,-0.0796,0.1217,0.0726,-0.0360,-0.0359,-0.0522,0.0780,0.0564,-0.0592,-0.0756,-0.0223,-0.0201,0.0056,-0.0446,0.0086,-0.0587,-0.0022,-0.0192,0.0292,-0.0276,0.0582,0.0256,-0.0164,-0.0250,0.0169,0.0070,-0.0178,-0.0326,0.0014,-0.0088,0.0038,-0.0048,0.0673,-0.1763,0.0728,0.0289,Poohbah L.,15-5975-53595,208,209
194,-0.97,694,39.00,8.2,3.1,1709,70,8.1,2.4,6.6,6.54,0,16,-0.1748,-0.1052,0.1886,0.0683,-0.1438,-0.1529,0.0650,-0.0827,-0.1185,-0.0088,0.1400,0.0110,0.0129,-0.1166,0.0072,-0.0842,0.0718,0.0210,0.0379,0.0391,-0.0587,-0.0102,-0.0135,-0.0288,0.0315,-0.0067,0.0263,-0.0265,0.0429,0.0067,-0.0441,-0.0090,0.1776,0.0354,0.0386,0.0286,-0.2105,0.0520,-0.1928,0.0524,0.1918,-0.0047,-0.0552,-0.0944,-0.0136,-0.1664,0.0742,-0.0827,-0.0114,-0.0130,0.0679,-0.0197,-0.1465,0.0036,-0.1980,0.0618,-0.0060,-0.0856,-0.0280,0.0082,0.1238,-0.0279,0.1643,0.0656,0.0232,0.1085,-0.0267,-0.0674,0.0319,-0.0558,0.0175,0.0791,0.0049,0.0462,-0.0373,-0.0031,0.0044,0.0023,0.0123,0.0086,0.0037,-0.0049,-0.0042,0.0112,-0.0375,Populus L.,15-4557-54838,209,210
195,-1.16,525,53.30,21.1,3.1,1727,24,4.2,6.5,3.5,0.36,0,10,0.3732,0.0506,0.2213,0.4094,0.0484,0.1506,0.0711,0.0481,0.0229,-0.1308,0.0682,0.0327,0.0602,-0.0447,-0.1140,0.0949,0.0234,-0.0232,0.0068,0.0819,0.0034,0.0397,-0.0310,-0.0144,-0.0067,-0.1021,-0.0382,0.0161,0.0591,-0.0307,-0.0457,0.2942,0.3292,-0.0633,0.0751,-0.1402,0.0467,0.1278,0.1439,0.1150,0.0632,-0.0113,0.0778,-0.2411,-0.0259,-0.0634,-0.1860,-0.0259,0.0401,-0.0796,0.0674,-0.1915,0.1573,-0.0643,-0.1439,-0.0735,-0.1052,-0.0750,0.0599,0.0278,0.0380,-0.1084,0.1045,-0.0343,-0.0372,-0.0587,-0.0113,-0.0589,0.0206,-0.0637,0.0256,0.0377,0.0246,-0.0047,0.0752,0.0046,-0.1522,0.0844,0.0541,-0.0661,-0.0208,-0.0588,-0.0172,-0.0011,-0.0069,Porcus L.,15-4390-55083,210,211
196,-0.82,285,25.00,7.0,3.1,1692,28,9.9,3.9,8.2,1.71,0,10,-0.2247,0.0119,0.1584,0.0771,-0.1597,0.1130,-0.0218,0.1743,-0.0890,-0.0338,0.1390,-0.0120,0.0566,-0.0884,0.0050,-0.0174,0.1027,-0.0098,-0.0182,0.0103,-0.0603,-0.0329,-0.0044,0.0130,-0.0140,-0.0331,0.0365,0.0623,0.0339,0.0323,-0.2602,0.0397,0.0356,-0.0521,0.0168,-0.0485,0.0161,-0.0103,-0.1769,0.1730,0.1209,-0.2237,0.0087,-0.0638,0.0525,-0.1277,0.0404,0.0459,0.0471,0.0270,-0.1647,0.1358,-0.0178,-0.0950,-0.0953,-0.0573,0.0325,0.0397,0.0222,-0.0222,0.0076,0.0038,-0.0282,-0.0142,0.0213,-0.0437,-0.0447,0.0119,-0.0115,0.0377,-0.0131,-0.0016,0.0194,-0.0047,-0.0106,-0.0013,0.0011,-0.0005,0.0168,-0.0040,-0.0023,0.0021,0.0010,-0.0018,0.0031,Priam L.,15-4745-54662,211,212
197,-1.03,210,16.00,4.2,2.9,1600,61,9.3,2.8,11.8,8.57,0,8,-0.0844,-0.2325,-0.1317,-0.1638,0.0976,0.0563,0.0024,0.1254,0.0309,-0.0843,-0.1555,-0.0221,0.0821,0.0840,0.0548,0.0158,0.0239,-0.0173,-0.1058,0.0978,0.0953,-0.0127,0.0179,0.0348,0.3523,0.1866,0.0382,0.2406,0.0307,-0.1450,0.0331,-0.2426,-0.3515,-0.2193,-0.1587,0.0782,0.0387,-0.0787,0.0939,0.0850,-0.0428,0.0390,-0.1930,0.0824,-0.0308,-0.1081,-0.0151,0.0521,-0.1332,-0.0363,-0.1155,-0.0449,-0.0457,0.0587,0.0328,-0.0344,-0.0865,-0.0057,-0.1066,0.0269,0.1786,0.0620,0.1824,0.2601,-0.1051,0.0017,0.0007,0.0344,0.0290,-0.0138,-0.0556,-0.0077,0.0090,0.0210,-0.0202,-0.0066,0.0135,0.0151,0.0177,-0.0162,-0.0098,-0.0056,0.0007,0.0131,-0.0149,Rawn Re.,15-6076-54043,212,213
198,-1.17,5105,39.70,10.3,3.1,1703,49,7.2,5.5,7.2,3.15,0,20,0.0219,-0.2752,0.2192,0.2307,-0.0398,-0.0644,-0.0284,-0.0354,-0.0100,0.0011,0.0439,0.0489,-0.0010,0.0055,-0.0112,0.0472,0.0284,0.0183,0.0825,-0.0760,-0.0332,-0.0364,-0.0182,-0.0549,0.0044,-0.0072,0.0267,-0.0020,0.0486,-0.0424,-0.1154,-0.1743,0.2590,0.1405,-0.1048,0.0659,-0.0064,0.0314,0.0037,0.0781,0.0756,0.0167,0.1120,0.0287,-0.0549,0.0450,-0.0127,-0.1328,-0.0847,-0.0835,0.0412,0.0298,-0.0749,0.0497,0.0535,0.0052,0.0069,-0.0870,-0.0679,-0.0489,0.0401,-0.0743,0.0183,0.1058,0.0134,0.0544,-0.0802,0.0491,-0.0138,-0.0949,-0.0785,-0.0740,-0.0623,0.0125,-0.0184,-0.0080,0.0237,0.0323,-0.0003,-0.0075,0.0000,-0.0104,-0.0239,-0.0022,-0.0078,Rowan L.,15-4593-54629,213,214
